id	timestamp	hypothesis	change	result	decision	evidence
main-based-connector-lab-baseline-113	2026-08-31T18:27:09.4981491+09:00	A one-command local connector lab should expose REST and Webhook manual seams before implementation	Ran the frozen connector-lab evaluator on latest main before adding the lab	FAIL	BASELINE	The new connector-lab regression could not run because test/connector-lab/connector-lab.test.mjs did not exist; existing manual Webhook security (3/3), root Core tests (651 with 3 skips), architecture, build, and whitespace checks passed.
main-based-connector-lab-contract-114	2026-08-31T18:44:49.0330809+09:00	A manual connector lab is more objective when its REST and Webhook behavior models an independent partner service rather than AX-specific fixtures	Replaced AX-specific fixture names and payloads with Acme Operations API and Acme Billing Events contracts while retaining only the AX-compatible delivery-header adapter	PASS	KEEP	Connector lab public HTTP tests passed 2/2; generic seeded REST/auth/error flows and provider-style Webhook envelopes are documented, loopback-only, and do not import production AX modules.
dogfood-gmail-slack-baseline-115	2026-08-31T18:54:32.1129030+09:00	The manual Gmail/Slack log should be covered by deterministic tests at the credential and Socket Mode boundaries before changing production behavior	Ran the focused Gmail/Slack evaluator before adding the new regressions	FAIL	BASELINE	The existing Core tests passed 2 files/4 tests, but the desktop Gmail OAuth test did not exist and no test covered nested Slack transport causes or a reconnecting SDK start promise.
dogfood-gmail-slack-keep-116	2026-08-31T19:08:53.5109497+09:00	An optional Main-process Gmail client secret plus bounded Slack nested-error diagnostics should fix the observed failure without external side effects	Loaded and propagated GOOGLE_OAUTH_CLIENT_SECRET through Gmail connect/hydrate, added actionable missing-secret handling, made Slack startup non-blocking during SDK reconnect, recursively formatted/redacted errors, and suppressed duplicate SDK WebSocket wrapper logs	PASS	KEEP	Focused desktop tests passed 3 files/4 tests; Slack tests passed 5/5; root Core passed 125 files/654 tests with 3 skips; integration 72/72; connector-lab 2/2; desktop typecheck, build, architecture (0 violations), and diff check passed.
dogfood-gmail-slack-final-117	2026-08-31T19:12:04.8186252+09:00	A no-detail underlying TypeError must remain distinguishable from a generic SDK wrapper while the full regression suite stays green	Added the no-detail TypeError diagnostic regression and reran the frozen evaluator after the final Slack logger change	PASS	KEEP	Desktop Gmail tests passed 4/4; Slack tests 6/6; root Core 125 files/655 tests with 3 skips; integration 72/72; connector-lab 2/2; Core/desktop typechecks, production build, architecture (0 violations), and diff check passed.
dogfood-gmail-slack-final-118	2026-08-31T19:15:42.5224288+09:00	The Slack SDK logger must honor its ERROR threshold so diagnostic hardening does not increase warning noise	Added severity filtering to the bounded Slack SDK logger and reran the focused tests plus the full frozen evaluator	PASS	KEEP	Desktop Gmail tests 4/4, Slack tests 6/6, root Core 125 files/655 tests with 3 skips, integration 72/72, connector-lab 2/2, typechecks, build, architecture (0 violations), and diff check passed.
webhook-conversation-baseline-119	2026-08-31T19:52:54.5310543+09:00	Webhook AI input must preserve the provider body and completed saved-workflow runs need a durable mapped conversation result	Ran the frozen focused evaluator before adding the two regression seams	FAIL	BASELINE	Webhook regression file was absent; existing workspace-chat persistence passed 11 tests, Core typecheck passed, connector-lab passed 2/2, architecture passed with zero violations, and git diff --check passed. Desktop typecheck/build were deferred until the implementation seam exists.
webhook-conversation-red-120	2026-08-31T20:18:23.0829158+09:00	A saved manual workflow that finishes during input preflight must notify the same completion boundary as normal runtime execution	Added the manual preflight completion regression before the lifecycle patch; the observer list was empty as expected for the red phase	FAIL	INCONCLUSIVE	The red test exposed a real completion-path gap; the subsequent minimal lifecycle notification patch was required and evaluated separately.
webhook-conversation-keep-121	2026-08-31T20:20:06.7816309+09:00	A single completion projection should cover normal, manual-preflight, and malformed-approval finish paths without changing Activity outcomes	Exposed a shared runtime completion notifier, wired saved manual preflight and persisted approval failure paths through it, added the mapped chat publisher/refresh bridge, and reran the frozen evaluator plus full regressions	PASS	KEEP	Webhook body regression 2/2; conversation persistence 15/15; completion edge and bootstrap coverage passed; full Core 663 passed with 3 skips, manual Webhook security 3/3, integration 72/72, connector-lab 2/2, Core/desktop typechecks, production build, architecture 0 violations, and diff check passed.
rest-http-error-propagation-baseline-122	2026-08-31T21:12:08.4444763+09:00	HTTP error responses should preserve their actual status and bounded body details through local capability.invoke chat	Ran the frozen REST error evaluator before adding regression assertions or changing production behavior	PASS	BASELINE	Existing HTTP/capability/command tests passed 3 files/30 tests, but no test asserted error-body or command-boundary propagation; Core/Desktop typechecks, connector-lab 2/2, architecture, production build, and diff check passed. Live connector-lab GET /api/v1/secure/profile returned 401 with error JSON while the user-facing AX response showed http_404.
rest-http-error-propagation-red-123	2026-08-31T21:17:23.8738725+09:00	Design-tool error metadata should reach the AX command issue so the conversation can explain the real HTTP failure	Added the command-service regression after the connector and design-tool regressions were green; the command still returned only http_401 without bounded details	FAIL	INCONCLUSIVE	The red test failed with the expected missing issue details while the existing 21 command-service tests remained green; the remaining seam is the command issue mapper.
rest-http-error-propagation-keep-124	2026-08-31T21:25:47.5020800+09:00	Preserving exact HTTP status and bounded provider diagnostics through local command chat should make the live 401 actionable without changing execution or persistence semantics	Added bounded ConnectorResult details, a typed capability-invoke error bridge, local-only DesignToolResult propagation, and a sanitized AX command issue mapper; added truncation, privacy, and boundary regressions	PASS	KEEP	Focused REST tests passed 3 files/36 tests; the live built Core request to the running connector-lab returned http_401/status 401 with Unauthorized and bounded error/hint JSON; full Core passed 129 files/669 tests with 3 skips, Webhook security 3/3, connector-lab 2/2, typechecks, production build, architecture with zero violations, and git diff --check passed.
http-connection-discovery-baseline-125	2026-09-01T08:18:45.0609990+09:00	Command chat needs a dedicated read seam to distinguish multiple saved REST targets before a request	Ran the frozen HTTP connection-discovery evaluator before adding the new command contract or implementation	PASS	BASELINE	Focused command/connection tests passed 2 files/31 tests; Core typecheck, connector-lab 2/2, architecture (511 modules/1800 dependencies), production build, and git diff --check passed. The current command catalog has no http.list and resource.list exposes only reduced endpoint metadata.
http-connection-discovery-red-126	2026-09-01T08:20:02.2018398+09:00	The public command contract should fail until a read-only http.list seam is present and exposes all saved endpoints without secrets	Added the service regression for two persisted endpoints, default/explicit-selection metadata, readiness fields, and credential non-disclosure	FAIL	INCONCLUSIVE	The new regression failed as expected with invalid_command because http.list is not yet in the command schema/catalog. Existing service behavior remained green at 23 tests.
